"id","id_offer","id_company","can_bid","bid_count"
4358129,35495,331,true,0
4358130,35495,328,true,0
4358131,35495,419,true,0
4358132,35495,324,true,0
4358133,35495,332,true,0
4358134,35495,386,true,0
4358135,35495,145,true,0
4358136,35495,127,true,0
4358137,35495,441,true,0
4358138,35495,1126,true,0
4358139,35495,1209,true,0
4358140,35495,1128,true,0
4358141,35495,1193,true,0
4358142,35495,1219,true,0
4358143,35495,1220,true,0
4358144,35495,1221,true,0
4358145,35495,1222,true,0
4358146,35495,1223,true,0
4358147,35495,1224,true,0
4358148,35495,1205,true,0
4358149,35495,1166,true,0
4358151,35495,1206,true,0
4358152,35495,1218,true,0
4358153,35495,1225,true,0
4358154,35495,1204,true,0
4358155,35495,1192,true,0
4358157,35495,1292,true,0
4358158,35495,1190,true,0
4358159,35495,378,true,0
4358160,35495,1132,true,0
4358161,35495,1449,true,0
4358162,35495,1638,true,0
4358163,35495,1640,true,0
4358164,35495,1641,true,0
4358165,35495,1659,true,0
4358166,35495,1658,true,0
4358167,35495,1708,true,0
4358168,35495,1681,true,0
4358169,35495,1682,true,0
4358170,35495,407,true,0
4358171,35495,1726,true,0
4358172,35495,1723,true,0
4358173,35495,984,true,0
4358174,35495,1227,true,0
4358175,35495,1439,true,0
4358176,35495,222,true,0
4358177,35495,288,true,0
4358178,35495,223,true,0
4358179,35495,286,true,0
4358180,35495,392,true,0
4358181,35495,878,true,0
4358182,35495,1755,true,0
4358183,35495,1729,true,0
4358184,35495,1756,true,0
4358185,35495,1776,true,0
4358186,35495,1794,true,0
4358187,35495,1796,true,0
4358188,35495,90,true,0
4358189,35495,1783,true,0
4358190,35495,1812,true,0
4358191,35495,1813,true,0
4358192,35495,1676,true,0
4358193,35495,2297,true,0
4358194,35495,2296,true,0
4358195,35495,2295,true,0
4358196,35495,2294,true,0
4358197,35495,2293,true,0
4358198,35495,2292,true,0
4358199,35495,2291,true,0
4358200,35495,2290,true,0
4358201,35495,105,true,0
4358202,35495,1863,true,0
4358203,35495,1880,true,0
4358204,35495,1881,true,0
4358205,35495,1882,true,0
4358206,35495,1883,true,0
4358207,35495,454,true,0
4358208,35495,1070,true,0
4358209,35495,1865,true,0
4358210,35495,1870,true,0
4358211,35495,1871,true,0
4358212,35495,1872,true,0
4358213,35495,1873,true,0
4358214,35495,1874,true,0
4358215,35495,1875,true,0
4358216,35495,1876,true,0
4358217,35495,1877,true,0
4358218,35495,1878,true,0
4358219,35495,1879,true,0
4358220,35495,1893,true,0
4358221,35495,1894,true,0
4358222,35495,1895,true,0
4358223,35495,1896,true,0
4358224,35495,1898,true,0
4358225,35495,1899,true,0
4358226,35495,1897,true,0
4358227,35495,1923,true,0
4358228,35495,1151,true,0
4358229,35495,383,true,0
4358230,35495,1011,true,0
4358231,35495,1047,true,0
4358232,35495,1940,true,0
4358233,35495,1799,true,0
4358234,35495,1917,true,0
4358235,35495,1925,true,0
4358236,35495,836,true,0
4358237,35495,1829,true,0
4358238,35495,341,true,0
4358239,35495,342,true,0
4358240,35495,1936,true,0
4358241,35495,1941,true,0
4358242,35495,2018,true,0
4358243,35495,2020,true,0
4358244,35495,2021,true,0
4358246,35495,2035,true,0
4358247,35495,2050,true,0
4358248,35495,2051,true,0
4358249,35495,322,true,0
4358250,35495,318,true,0
4358251,35495,321,true,0
4358252,35495,323,true,0
4358253,35495,247,true,0
4358254,35495,317,true,0
4358255,35495,1289,true,0
4358256,35495,1983,true,0
4358257,35495,2084,true,0
4358258,35495,2101,true,0
4358259,35495,2443,true,0
4358260,35495,974,true,0
4358108,35495,1144,true,1
4358156,35495,1165,true,1
4358150,35495,1194,true,1
4358261,35495,975,true,0
4358262,35495,2148,true,0
4358263,35495,1786,true,0
4358264,35495,1787,true,0
4358265,35495,2029,true,0
4358266,35495,1785,true,0
4358267,35495,2198,true,0
4358268,35495,2217,true,0
4358269,35495,2259,true,0
4358103,35495,1142,true,1
4358109,35495,1137,true,1
4358245,35495,1889,true,1
4361884,35526,1942,true,0
4361885,35526,108,true,0
4361886,35526,122,true,0
4361887,35526,128,true,0
4361888,35526,120,true,0
4361889,35526,2069,true,0
4361890,35526,2064,true,0
4361891,35526,2065,true,0
4361892,35526,2061,true,0
4361893,35526,2056,true,0
4361894,35526,2067,true,0
4361895,35526,2068,true,0
4361896,35526,2066,true,0
4361897,35526,2063,true,0
4361898,35526,2062,true,0
4361899,35526,1917,true,0
4361900,35526,1799,true,0
4361901,35526,412,true,0
4361902,35526,265,true,0
4361903,35526,2511,true,0
4361904,35526,2738,true,0
4361905,35526,1199,true,0
4361906,35526,1197,true,0
4361907,35526,1198,true,0
4361908,35526,828,true,0
4361909,35526,827,true,0
4361910,35526,1195,true,0
4361911,35526,1196,true,0
4361912,35526,1846,true,0
4361913,35526,1847,true,0
4361914,35526,255,true,0
4361915,35526,880,true,0
4361916,35526,1791,true,0
4361917,35526,2233,true,0
4361918,35526,897,true,0
4361919,35526,843,true,0
4361920,35526,842,true,0
4361921,35526,209,true,0
4361922,35526,438,true,0
4361923,35526,1152,true,0
4361924,35526,755,true,0
4361925,35526,993,true,0
4361926,35526,826,true,0
4361927,35526,208,true,0
4361928,35526,206,true,0
4361929,35526,2727,true,0
4361931,35526,229,true,0
4361932,35526,1099,true,0
4361933,35526,2513,true,0
4361934,35526,1100,true,0
4361935,35526,997,true,0
4361936,35526,823,true,0
4361937,35526,825,true,0
4361938,35526,2213,true,0
4361939,35526,2046,true,0
4361940,35526,2058,true,0
4361941,35526,844,true,0
4361942,35526,833,true,0
4361944,35526,250,true,0
4361945,35526,882,true,0
4361946,35526,907,true,0
4361947,35526,256,true,0
4361948,35526,2091,true,0
4361949,35526,2348,true,0
4361950,35526,931,true,0
4361951,35526,932,true,0
4361952,35526,933,true,0
4361953,35526,934,true,0
4361954,35526,284,true,0
4361955,35526,952,true,0
4361956,35526,950,true,0
4361957,35526,951,true,0
4361958,35526,949,true,0
4361959,35526,953,true,0
4361960,35526,954,true,0
4361961,35526,2312,true,0
4361962,35526,387,true,0
4361963,35526,298,true,0
4361964,35526,871,true,0
4361965,35526,409,true,0
4361966,35526,873,true,0
4361967,35526,410,true,0
4361968,35526,872,true,0
4361969,35526,834,true,0
4361970,35526,1181,true,0
4361971,35526,1501,true,0
4361972,35526,2232,true,0
4361973,35526,1932,true,0
4361974,35526,1929,true,0
4361975,35526,1935,true,0
4361976,35526,1934,true,0
4361977,35526,1933,true,0
4361978,35526,333,true,0
4361979,35526,91,true,0
4361980,35526,2105,true,0
4361981,35526,192,true,0
4361982,35526,269,true,0
4361983,35526,1237,true,0
4361984,35526,2677,true,0
4361985,35526,2753,true,0
4361986,35526,786,true,0
4361987,35526,1651,true,0
4361988,35526,2096,true,0
4361989,35526,815,true,0
4361990,35526,441,true,0
4361991,35526,474,true,0
4361992,35526,2110,true,0
4361993,35526,2514,true,0
4361994,35526,2593,true,0
4361995,35526,2723,true,0
4361996,35526,268,true,0
4361997,35526,1646,true,0
4361998,35526,2789,true,0
4361999,35526,1264,true,0
4362000,35526,1011,true,0
4362001,35526,1940,true,0
4362002,35526,1047,true,0
4362003,35526,383,true,0
4362004,35526,262,true,0
4362005,35526,820,true,0
4362006,35526,259,true,0
4362007,35526,1485,true,0
4362008,35526,824,true,0
4362009,35526,2512,true,0
4362010,35526,1854,true,0
4362011,35526,835,true,0
4362012,35526,1905,true,0
4362013,35526,355,true,0
4362014,35526,354,true,0
4362015,35526,81,true,0
4362016,35526,2899,true,0
4362017,35526,1774,true,0
4362018,35526,457,true,0
4362019,35526,1775,true,0
4362020,35526,1609,true,0
4362021,35526,2174,true,0
4362022,35526,2169,true,0
4362023,35526,2168,true,0
4362024,35526,2170,true,0
4362025,35526,74,true,0
4362026,35526,2171,true,0
4362027,35526,2173,true,0
4362028,35526,2167,true,0
4362029,35526,2166,true,0
4362030,35526,829,true,0
4362031,35526,1053,true,0
4362032,35526,2177,true,0
4362033,35526,2175,true,0
4362034,35526,2529,true,0
4362035,35526,2165,true,0
4362036,35526,2172,true,0
4362037,35526,2102,true,0
4362038,35526,480,true,0
4362039,35526,1886,true,0
4362040,35526,449,true,0
4362041,35526,400,true,0
4362042,35526,821,true,0
4362043,35526,1773,true,0
4362044,35526,435,true,0
4362045,35526,2515,true,0
4362046,35526,2675,true,0
4362047,35526,1889,true,0
4362048,35526,819,true,0
4362049,35526,1139,true,0
4362050,35526,85,true,0
4362051,35526,490,true,0
4362052,35526,2142,true,0
4362053,35526,2862,true,0
4362054,35526,984,true,0
4362055,35526,972,true,0
4362056,35526,973,true,0
4362057,35526,148,true,0
4362058,35526,816,true,0
4362059,35526,2453,true,0
4362060,35526,2758,true,0
4362061,35526,2701,true,0
4362062,35526,756,true,0
4362063,35526,2703,true,0
4362064,35526,177,true,0
4362065,35526,408,true,0
4362066,35526,2628,true,0
4362067,35526,885,true,0
4362068,35526,306,true,0
4362069,35526,307,true,0
4361930,35526,996,true,1
4362070,35526,774,true,0
4362071,35526,762,true,0
4362072,35526,758,true,0
4362073,35526,1751,true,0
4362074,35526,2896,true,0
4362075,35526,1916,true,0
4362076,35526,376,true,0
4362077,35526,798,true,0
4362078,35526,381,true,0
4362079,35526,302,true,0
4362080,35526,414,true,0
4362081,35526,116,true,0
4362082,35526,382,true,0
4362083,35526,380,true,0
4362084,35526,378,true,0
4362085,35526,377,true,0
4362086,35526,1835,true,0
4362087,35526,2016,true,0
4362088,35526,1921,true,0
4362089,35526,2465,true,0
4362090,35526,797,true,0
4362091,35526,1281,true,0
4362092,35526,2790,true,0
4362093,35526,832,true,0
4362094,35526,80,true,0
4362095,35526,1034,true,0
4362096,35526,1078,true,0
4362097,35526,1077,true,0
4362098,35526,814,true,0
4362099,35526,1073,true,0
4362100,35526,1786,true,0
4362101,35526,1787,true,0
4362102,35526,1278,true,0
4362103,35526,1814,true,0
4362104,35526,2456,true,0
4362105,35526,2455,true,0
4362106,35526,532,true,0
4362107,35526,2463,true,0
4362108,35526,2462,true,0
4362109,35526,1,true,0
4362110,35526,51,true,0
4362111,35526,2444,true,0
4362112,35526,765,true,0
4362113,35526,2277,true,0
4362114,35526,759,true,0
4362115,35526,761,true,0
4362116,35526,767,true,0
4362117,35526,2014,true,0
4362118,35526,2118,true,0
4362119,35526,2028,true,0
4362120,35526,1231,true,0
4362121,35526,228,true,0
4362122,35526,836,true,0
4362123,35526,342,true,0
4362124,35526,1829,true,0
4362125,35526,341,true,0
4362126,35526,752,true,0
4362127,35526,404,true,0
4362128,35526,784,true,0
4362129,35526,785,true,0
4362130,35526,220,true,0
4362131,35526,2595,true,0
4362132,35526,407,true,0
4362133,35526,2837,true,0
4362134,35526,403,true,0
4362135,35526,406,true,0
4362136,35526,196,true,0
4362137,35526,362,true,0
4362138,35526,370,true,0
4362139,35526,369,true,0
4362140,35526,373,true,0
4362141,35526,358,true,0
4362142,35526,201,true,0
4362143,35526,367,true,0
4362144,35526,371,true,0
4362145,35526,368,true,0
4362146,35526,372,true,0
4362147,35526,2272,true,0
4362148,35526,1143,true,0
4362149,35526,427,true,0
4362150,35526,531,true,0
4362151,35526,2960,true,0
4362153,35526,806,true,0
4362154,35526,2140,true,0
4362155,35526,2141,true,0
4362156,35526,1789,true,0
4362157,35526,1185,true,0
4362158,35526,1186,true,0
4362159,35526,1280,true,0
4362160,35526,2252,true,0
4362161,35526,287,true,0
4362162,35526,126,true,0
4362163,35526,211,true,0
4362164,35526,210,true,0
4362165,35526,812,true,0
4362166,35526,910,true,0
4362167,35526,2495,true,0
4362168,35526,2746,true,0
4362169,35526,411,true,0
4362170,35526,1230,true,0
4362171,35526,430,true,0
4362172,35526,239,true,0
4362173,35526,129,true,0
4362174,35526,434,true,0
4362175,35526,772,true,0
4362176,35526,879,true,0
4362177,35526,1645,true,0
4362178,35526,308,true,0
4362179,35526,2301,true,0
4362180,35526,402,true,0
4362182,35526,817,true,0
4362183,35526,2707,true,0
4362184,35526,338,true,0
4362185,35526,194,true,0
4362186,35526,2865,true,0
4362187,35526,1191,true,0
4362188,35526,249,true,0
4362189,35526,533,true,0
4362190,35526,203,true,0
4362191,35526,770,true,0
4362192,35526,771,true,0
4362193,35526,769,true,0
4362194,35526,768,true,0
4362195,35526,760,true,0
4362196,35526,766,true,0
4362197,35526,165,true,0
4362198,35526,830,true,0
4362199,35526,2830,true,0
4362200,35526,1212,true,0
4362201,35526,1683,true,0
4362202,35526,754,true,0
4362203,35526,431,true,0
4362204,35526,894,true,0
4362205,35526,893,true,0
4362206,35526,753,true,0
4362207,35526,892,true,0
4362208,35526,923,true,0
4362209,35526,305,true,0
4362210,35526,304,true,0
4362211,35526,72,true,0
4362212,35526,293,true,0
4362213,35526,2474,true,0
4362214,35526,2475,true,0
4362215,35526,2473,true,0
4362216,35526,736,true,0
4362217,35526,775,true,0
4362218,35526,2041,true,0
4362219,35526,433,true,0
4362220,35526,2752,true,0
4362221,35526,2751,true,0
4362222,35526,2747,true,0
4362223,35526,2748,true,0
4362224,35526,2749,true,0
4362225,35526,2750,true,0
4362226,35526,535,true,0
4362227,35526,527,true,0
4362228,35526,461,true,0
4362229,35526,2275,true,0
4362230,35526,420,true,0
4362231,35526,2071,true,0
4362232,35526,2070,true,0
4362233,35526,2262,true,0
4362234,35526,248,true,0
4362235,35526,243,true,0
4362236,35526,241,true,0
4362237,35526,198,true,0
4362238,35526,240,true,0
4362239,35526,242,true,0
4362240,35526,735,true,0
4362241,35526,227,true,0
4362242,35526,225,true,0
4362243,35526,219,true,0
4362244,35526,226,true,0
4362245,35526,213,true,0
4362246,35526,117,true,0
4362247,35526,1118,true,0
4362248,35526,1116,true,0
4362249,35526,2681,true,0
4362250,35526,207,true,0
4362251,35526,2679,true,0
4362252,35526,2680,true,0
4362253,35526,2683,true,0
4362254,35526,2684,true,0
4362255,35526,2685,true,0
4362256,35526,218,true,0
4362257,35526,2682,true,0
4362258,35526,216,true,0
4362259,35526,217,true,0
4362260,35526,221,true,0
4362261,35526,1187,true,0
4362262,35526,1652,true,0
4362263,35526,508,true,0
4362264,35526,915,true,0
4362265,35526,99,true,0
4362266,35526,123,true,0
4362267,35526,361,true,0
4362268,35526,363,true,0
4362269,35526,357,true,0
4362270,35526,366,true,0
4362271,35526,359,true,0
4362272,35526,365,true,0
4362273,35526,62,true,0
4362274,35526,2882,true,0
4362275,35526,733,true,0
4362276,35526,230,true,0
4362277,35526,778,true,0
4362278,35526,777,true,0
4362279,35526,776,true,0
4362280,35526,334,true,0
4362281,35526,200,true,0
4362282,35526,2437,true,0
4362283,35526,1948,true,0
4362284,35526,529,true,0
4362285,35526,845,true,0
4362286,35526,2958,true,0
4362287,35526,891,true,0
4362288,35526,167,true,0
4362289,35526,174,true,0
4362290,35526,173,true,0
4362291,35526,285,true,0
4362292,35526,864,true,0
4362293,35526,2798,true,0
4362294,35526,1138,true,0
4362295,35526,2119,true,0
4362296,35526,258,true,0
4362297,35526,2929,true,0
4362298,35526,837,true,0
4362299,35526,883,true,0
4362300,35526,309,true,0
4362301,35526,2516,true,0
4362302,35526,451,true,0
4362303,35526,425,true,0
4362304,35526,2472,true,0
4362305,35526,2471,true,0
4362306,35526,104,true,0
4362307,35526,1244,true,0
4362308,35526,877,true,0
4362309,35526,1132,true,0
4362310,35526,1907,true,0
4362312,35526,337,true,0
4362313,35526,791,true,0
4362314,35526,2113,true,0
4362315,35526,2591,true,0
4362316,35526,440,true,0
4362317,35526,2728,true,0
4362318,35526,300,true,0
4362319,35526,290,true,0
4362320,35526,2469,true,0
4362321,35526,339,true,0
4362322,35526,301,true,0
4362323,35526,340,true,0
4362324,35526,1026,true,0
4362325,35526,78,true,0
4362326,35526,2660,true,0
4362327,35526,251,true,0
4362328,35526,2927,true,0
4362329,35526,329,true,0
4362330,35526,327,true,0
4362331,35526,419,true,0
4362332,35526,330,true,0
4362333,35526,386,true,0
4362334,35526,326,true,0
4362335,35526,145,true,0
4362336,35526,324,true,0
4362337,35526,325,true,0
4362338,35526,2310,true,0
4362339,35526,328,true,0
4362340,35526,331,true,0
4362341,35526,332,true,0
4362342,35526,1248,true,0
4362343,35526,136,true,0
4362344,35526,2266,true,0
4362345,35526,388,true,0
4362346,35526,2265,true,0
4362347,35526,2112,true,0
4362348,35526,2267,true,0
4362349,35526,861,true,0
4362350,35526,860,true,0
4362351,35526,1087,true,0
4362352,35526,741,true,0
4362353,35526,442,true,0
4362354,35526,1927,true,0
4362355,35526,2019,true,0
4362356,35526,831,true,0
4362357,35526,916,true,0
4362358,35526,1056,true,0
4362359,35526,443,true,0
4362360,35526,1096,true,0
4362361,35526,886,true,0
4362362,35526,212,true,0
4362363,35526,1804,true,0
4362364,35526,851,true,0
4362365,35526,2742,true,0
4362366,35526,734,true,0
4362367,35526,783,true,0
4362368,35526,1094,true,0
4362369,35526,1115,true,0
4362370,35526,127,true,0
4362371,35526,94,true,0
4362372,35526,2754,true,0
4362373,35526,1689,true,0
4362374,35526,1095,true,0
4362375,35526,813,true,0
4362376,35526,1419,true,0
4362377,35526,2731,true,0
4362378,35526,2730,true,0
4362379,35526,787,true,0
4362380,35526,2799,true,0
4362381,35526,2460,true,0
4362382,35526,919,true,0
4362383,35526,918,true,0
4362384,35526,168,true,0
4362385,35526,1294,true,0
4362386,35526,1024,true,0
4362387,35526,130,true,0
4362388,35526,157,true,0
4362389,35526,156,true,0
4362390,35526,158,true,0
4362391,35526,2800,true,0
4362392,35526,2868,true,0
4362393,35526,260,true,0
4362394,35526,2716,true,0
4362395,35526,2717,true,0
4362396,35526,343,true,0
4362397,35526,375,true,0
4362398,35526,1260,true,0
4362399,35526,876,true,0
4362400,35526,905,true,0
4362401,35526,436,true,0
4362402,35526,2503,true,0
4362403,35526,336,true,0
4362404,35526,773,true,0
4362405,35526,214,true,0
4362406,35526,1282,true,0
4362407,35526,1069,true,0
4362408,35526,2418,true,0
4362409,35526,2411,true,0
4362410,35526,2403,true,0
4362411,35526,2402,true,0
4362412,35526,1068,true,0
4362413,35526,2396,true,0
4362414,35526,2397,true,0
4362415,35526,2398,true,0
4362416,35526,2399,true,0
4362417,35526,2400,true,0
4362418,35526,2401,true,0
4362419,35526,2404,true,0
4362420,35526,2405,true,0
4362421,35526,2406,true,0
4362422,35526,2407,true,0
4362423,35526,2408,true,0
4362424,35526,2409,true,0
4362425,35526,2410,true,0
4362426,35526,2412,true,0
4362427,35526,2414,true,0
4362428,35526,2415,true,0
4362429,35526,2416,true,0
4362430,35526,2417,true,0
4362431,35526,1104,true,0
4362432,35526,921,true,0
4362433,35526,460,true,0
4362434,35526,2735,true,0
4362436,35526,2791,true,0
4362437,35526,437,true,0
4362438,35526,1228,true,0
4362439,35526,2136,true,0
4362440,35526,2133,true,0
4362441,35526,2132,true,0
4362442,35526,2129,true,0
4362443,35526,2138,true,0
4362444,35526,2135,true,0
4362445,35526,2131,true,0
4362446,35526,448,true,0
4362447,35526,2130,true,0
4362448,35526,2137,true,0
4362449,35526,896,true,0
4362450,35526,2134,true,0
4362451,35526,2128,true,0
4362452,35526,319,true,0
4362453,35526,1283,true,0
4362454,35526,1284,true,0
4362455,35526,418,true,0
4362456,35526,2211,true,0
4362457,35526,232,true,0
4362458,35526,1883,true,0
4362459,35526,841,true,0
4362460,35526,413,true,0
4362461,35526,303,true,0
4362462,35526,22,true,0
4362463,35526,88,true,0
4362464,35526,2139,true,0
4362465,35526,395,true,0
4362466,35526,86,true,0
4362467,35526,2517,true,0
4362468,35526,757,true,0
4362469,35526,2497,true,0
4362470,35526,2289,true,0
4362471,35526,2498,true,0
4362472,35526,2499,true,0
4362473,35526,92,true,0
4362474,35526,2795,true,0
4362475,35526,84,true,0
4362476,35526,1648,true,0
4362477,35526,1644,true,0
4362478,35526,1210,true,0
4362479,35526,1182,true,0
4362480,35526,764,true,0
4362481,35526,878,true,0
4362482,35526,392,true,0
4362483,35526,286,true,0
4362484,35526,222,true,0
4362485,35526,1904,true,0
4362487,35526,288,true,0
4362488,35526,822,true,0
4362489,35526,323,true,0
4362490,35526,247,true,0
4362491,35526,321,true,0
4362493,35526,317,true,0
4362494,35526,318,true,0
4362495,35526,166,true,0
4362496,35526,881,true,0
4362497,35526,2231,true,0
4362498,35526,146,true,0
4362499,35526,144,true,0
4362500,35526,912,true,0
4362501,35526,143,true,0
4362502,35526,913,true,0
4362503,35526,147,true,0
4362504,35526,1184,true,0
4362505,35526,1987,true,0
4362506,35526,839,true,0
4362507,35526,215,true,0
4362508,35526,21,true,0
4362509,35526,2111,true,0
4362510,35526,1008,true,0
4362511,35526,2146,true,0
4362512,35526,2147,true,0
4362513,35526,233,true,0
4362514,35526,231,true,0
4362515,35526,849,true,0
4362516,35526,292,true,0
4362517,35526,291,true,0
4362518,35526,184,true,0
4362519,35526,313,true,0
4362520,35526,311,true,0
4362521,35526,312,true,0
4362522,35526,316,true,0
4362523,35526,315,true,0
4362524,35526,310,true,0
4362525,35526,818,true,0
4362526,35526,295,true,0
4362527,35526,2715,true,0
4362528,35526,2796,true,0
4362529,35526,280,true,0
4362486,35526,223,true,1
4362435,35526,2734,true,2
4361943,35526,2916,true,1
4362152,35526,2857,true,3
4362492,35526,322,true,3
4362181,35526,335,true,2
4362311,35526,71,true,1
4376294,35663,2728,true,0
4376295,35663,2591,true,0
4376296,35663,440,true,0
4376297,35663,2789,true,0
4376298,35663,1264,true,0
4376299,35663,2309,true,0
4376300,35663,2308,true,0
4376301,35663,424,true,0
4376303,35663,2516,true,0
4376304,35663,425,true,0
4376305,35663,451,true,0
4376307,35663,407,true,0
4376308,35663,231,true,0
4376310,35663,324,true,0
4376312,35663,414,true,0
4376313,35663,378,true,0
4376314,35663,1835,true,0
4376315,35663,435,true,0
4376317,35663,392,true,0
4376318,35663,222,true,1
4376306,35663,220,true,1
4376316,35663,265,true,1
4376309,35663,233,true,1
4376302,35663,2094,true,1
4376311,35663,321,true,1
4360547,35515,997,true,0
4360548,35515,996,true,0
4360549,35515,850,true,0
4360550,35515,2753,true,0
4360551,35515,2754,true,0
4360552,35515,2437,true,0
4360553,35515,2460,true,0
4360555,35515,84,true,0
4360556,35515,2028,true,0
4360557,35515,828,true,0
4360558,35515,1199,true,0
4360559,35515,404,true,0
4360560,35515,1905,true,0
4360561,35515,81,true,0
4360562,35515,355,true,0
4360563,35515,410,true,0
4360564,35515,871,true,0
4360565,35515,308,true,0
4360566,35515,335,true,0
4360567,35515,343,true,0
4360568,35515,375,true,0
4360569,35515,307,true,0
4360570,35515,306,true,0
4360571,35515,1969,true,0
4360572,35515,1962,true,0
4360573,35515,883,true,0
4360574,35515,258,true,0
4360576,35515,286,true,0
4360577,35515,829,true,0
4360578,35515,74,true,0
4360579,35515,954,true,0
4360580,35515,952,true,0
4360581,35515,368,true,0
4360582,35515,255,true,0
4360583,35515,147,true,0
4360584,35515,912,true,0
4360585,35515,395,true,0
4360586,35515,413,true,0
4360587,35515,359,true,0
4360588,35515,357,true,0
4360589,35515,269,true,0
4360590,35515,213,true,0
4360591,35515,319,true,0
4360592,35515,325,true,0
4360593,35515,326,true,0
4360594,35515,2134,true,0
4360554,35515,322,true,1
4360575,35515,223,true,1
4369444,35592,969,true,0
4369445,35592,970,true,0
4369446,35592,2089,true,0
4369447,35592,2712,true,0
4369448,35592,2908,true,0
4369449,35592,2702,true,0
4369450,35592,2700,true,0
4369451,35592,2461,true,0
4369452,35592,2386,true,0
4369453,35592,1003,true,0
4369454,35592,2024,true,0
4369455,35592,2025,true,0
4369456,35592,2220,true,0
4369457,35592,2052,true,0
4369458,35592,85,true,0
4369459,35592,827,true,0
4369460,35592,828,true,0
4369461,35592,1195,true,0
4369462,35592,1196,true,0
4369463,35592,1197,true,0
4369464,35592,1198,true,0
4369465,35592,1199,true,0
4369466,35592,946,true,0
4369467,35592,1141,true,0
4369468,35592,457,true,0
4369469,35592,1774,true,0
4369470,35592,1775,true,0
4369472,35592,1153,true,0
4369473,35592,1154,true,0
4369474,35592,1124,true,0
4369475,35592,1130,true,0
4369476,35592,1131,true,0
4369477,35592,1133,true,0
4369471,35592,1140,true,1
4369478,35592,1134,true,0
4369479,35592,1135,true,0
4369480,35592,1136,true,0
4369481,35592,1146,true,0
4369482,35592,1127,true,0
4369483,35592,1147,true,0
4369484,35592,1148,true,0
4369485,35592,1149,true,0
4369486,35592,1150,true,0
4369488,35592,1129,true,0
4369489,35592,505,true,0
4369490,35592,506,true,0
4369491,35592,504,true,0
4369494,35592,2517,true,0
4369495,35592,2499,true,0
4369496,35592,2498,true,0
4369497,35592,2497,true,0
4369498,35592,2289,true,0
4369499,35592,88,true,0
4369500,35592,22,true,0
4369501,35592,413,true,0
4369502,35592,757,true,0
4369503,35592,86,true,0
4369504,35592,303,true,0
4369505,35592,395,true,0
4369506,35592,2139,true,0
4369507,35592,2310,true,0
4369508,35592,326,true,0
4369509,35592,327,true,0
4369510,35592,325,true,0
4369511,35592,329,true,0
4369512,35592,330,true,0
4369513,35592,331,true,0
4369514,35592,328,true,0
4369515,35592,419,true,0
4369516,35592,324,true,0
4369517,35592,332,true,0
